"b_muanimal1animal2noanimal_Intercept","b_muanimal1noanimal_Intercept","b_muanimal2_Intercept","b_muanimal2noanimal_Intercept","b_mubothanimals_Intercept","b_munoanimal_Intercept","b_muanimal1animal2noanimal_group_combinedNOT_and","b_muanimal1animal2noanimal_group_combinednot_OR","b_muanimal1animal2noanimal_group_combinedNOT_or","b_muanimal1noanimal_group_combinedNOT_and","b_muanimal1noanimal_group_combinednot_OR","b_muanimal1noanimal_group_combinedNOT_or","b_muanimal2_group_combinedNOT_and","b_muanimal2_group_combinednot_OR","b_muanimal2_group_combinedNOT_or","b_muanimal2noanimal_group_combinedNOT_and","b_muanimal2noanimal_group_combinednot_OR","b_muanimal2noanimal_group_combinedNOT_or","b_mubothanimals_group_combinedNOT_and","b_mubothanimals_group_combinednot_OR","b_mubothanimals_group_combinedNOT_or","b_munoanimal_group_combinedNOT_and","b_munoanimal_group_combinednot_OR","b_munoanimal_group_combinedNOT_or","Intercept_muanimal1animal2noanimal","Intercept_muanimal1noanimal","Intercept_muanimal2","Intercept_muanimal2noanimal","Intercept_mubothanimals","Intercept_munoanimal","lprior","lp__"
4.50218868690316,-5.80692319624691,1.93021433473472,-0.487515146077591,0.664010366055569,4.23109286719918,9.25680943289413,-35.6721323681564,18.2075059231369,4.62268448563346,-3.97696423848384,43.7222459396303,-8.77007226336823,-4.5395847550234,0.908274319198365,10.9765539643384,0.727262988920642,38.0264845650116,10.4741155929258,-33.3933751659235,35.0322263435292,10.429466909122,-0.497841179438329,37.8641836411637,2.40891201908977,5.32532062125011,-1.15633048997592,11.9707631115638,3.67238018916086,16.2051506089226,-24.8367330055854,-344.044677173349
4.86393060831813,0.745524631197456,3.06969711598016,0.908071614462687,0.638525808189271,4.45148901765667,6.71604911593823,-15.7493348666473,-5.90556628438857,-6.81051862296066,-12.7426891757239,23.352119868462,-1.25923671946847,-3.73938464400175,-4.71958627737161,7.28850891448125,-1.0732427020586,23.118233083447,7.48412947186659,-21.7368404413606,21.7042232961841,7.49453596921277,-0.58273960632324,24.4701131513327,1.08795087046801,1.72284095902417,0.632154950674736,8.25388045290739,2.48569262570985,12.3112835824723,-20.0107790108138,-341.79107580115
4.16702189757294,-16.5505494616576,1.54882816417223,-0.760039691353286,1.30133666449298,3.81153481804757,3.73145760011994,-47.0856656466114,9.75150968433931,18.3012531982637,-3.5282861786712,32.1166252713701,1.11026286262284,-2.54221246154011,-20.0712267940485,5.91868966243974,0.220425425035722,16.6765639999369,2.51774380971658,-29.2429793020594,16.688874413522,4.74722863320257,0.513956459970954,17.5064086532779,-4.28836783362148,-4.83055559692086,-3.85769944834051,4.95271488785439,-1.2287967516587,9.51613214585545,-21.0094023491603,-343.779619668611
3.65395054194544,-5.95315215250954,0.658991391395866,-2.47057462339487,0.00495876037853171,3.05901595677172,19.4230523571746,-10.0218630609959,-19.6648381514377,-49.8587497257033,-10.7948067605123,33.0027139673639,-5.5775269147118,-1.32955848144281,4.43613082246204,20.8608595895111,1.8051398248183,27.2247803510674,20.0877287688115,-38.4626435808512,24.4242201938855,20.6194450819249,0.930356718265307,29.4942255335672,1.01007544478766,-12.733569034212,0.0568337159780075,9.99491155019055,1.45758916195178,15.8150715847445,-25.3734807314904,-348.694557146511
3.42198660419297,-5.08213339155004,0.371364221223183,0.520753365581847,0.115738946170872,3.27431577261759,15.9925813056728,-27.1760235572736,3.07392325878243,-63.4540239504022,-29.0638587272533,44.5786736761674,1.17692562978019,-2.29466218329859,3.21612755497596,14.9247094953454,0.76891986132779,37.4877038111359,16.5603250758722,-47.1655470852375,36.6983883154412,16.6138398397925,1.74963088761944,40.0672429146539,1.33084253127152,-16.9145844842174,0.894655341757645,13.8328983508091,1.59120677826408,17.8997418473752,-28.2210820405007,-347.912359017985
3.84066495599534,-26.454021094729,1.80107042736338,-0.145253843938356,-0.420061329239769,3.6986413969401,2.68519492595695,-31.828960859083,9.08926838415984,-24.8725194443061,14.7168765414453,56.3309448481428,-14.164178266704,-0.398798424806304,10.9861843862302,3.79110164781765,2.71175778103376,29.2013341398753,4.25543155037854,-26.451332305821,29.2863321386331,3.27866434500298,2.43230634885194,30.6783034916594,-1.20714915153705,-14.7688614118464,0.949830076846446,8.81294855474401,1.34719804157739,12.8306913117427,-24.8398713954333,-341.991921478095
3.35204759883803,-24.9903998046912,1.37954407451134,-1.64041202544433,-2.55916004448357,3.02254601735867,5.71741492824599,-6.96926443645378,-43.3763598616355,26.0024710519968,20.5599850838469,47.1618601240201,-1.13980346871313,-1.71122697959169,-8.64767190054368,6.6233648981738,0.917038618541617,20.8362227953339,9.44345062407034,-31.7809834833031,25.6128154699535,6.94333262759089,1.29295775044432,23.4547227012057,-7.88022415213849,-1.5286870796065,-1.50575868158556,5.46720475346867,-1.76786106565613,10.9618513718494,-21.1091968641261,-347.392474771876
4.01918088368828,-73.3993810489528,1.1015204079138,-0.426978411741899,1.0885830425916,3.48274326480741,22.6488808863411,-51.1074564377635,56.8796352863498,81.7115199243358,62.9655812002972,146.026295980525,-77.6763403965693,2.18494873035265,63.9042112918368,24.6737244261382,4.61838472248569,70.7763641458654,21.916651649688,-97.8716459229182,68.3912024334799,23.6983620652649,5.17651918134374,72.6238109321952,11.0842750184729,-0.632066935175649,-1.54960919906079,24.6331950310071,-0.885289786992864,28.9055357316249,-30.5649266690815,-352.564151656596
3.22663568660454,-96.8572613167225,0.486113860027,-3.65142253927526,-0.800116508803589,2.96972236254692,13.6044736205547,-78.7952718913886,77.5889814229281,88.2337287370358,59.6368697531309,238.100988163723,-4.9157438348424,3.11035961542485,-6.14319786826874,15.1077226868506,7.46806081156397,144.22533173433,14.5171626728442,-141.13213759211,140.536688461775,14.277828454617,5.28190682972434,142.024762092796,6.29618095557107,-0.175066106321418,-1.49454916423306,38.2077932723461,2.64916775590452,43.5210103854303,-32.624882880185,-354.434270219916
3.00711218740774,-133.805552396096,0.323962521231244,0.118784718929177,-1.1235198921794,2.85314695041831,14.8044919318964,-106.655195534592,98.3888673548325,110.714002553238,116.002397514437,304.704317110189,-27.1741128191673,4.30319567390827,17.2803317533364,13.2419718729984,6.43601015036851,170.084505947772,15.736242007954,-171.563598416951,173.008325870997,15.335740715301,7.15455681929823,173.628548108416,4.60027061112079,-0.653660316409571,-0.989671621398694,47.7534400822874,3.14058887714059,52.077862804726,-33.5868716692956,-358.090068157728
